1000 0.002872
2000 0.009338
3000 0.012972
4000 0.023254
5000 0.034972
6000 0.050918
7000 0.068859
8000 0.089389
9000 0.112877
10000 0.138032
11000 0.167949
12000 0.197144
13000 0.230865
14000 0.267275
15000 0.304778
16000 0.346728
17000 0.389486
18000 0.436921
19000 0.486442
20000 0.54481
